lat,lng,name,location,mday,total,bikes,parks
25.02332,121.49264,Jinde Park,"No. 243, Dechang St.",2024-06-23 08:43:20,29,8,14
25.02516,121.49604,Zhongde Park,"No. 27, Aly 20, Ln 66, Dongyuan St.",2024-06-23 08:49:20,19,10,6
25.02744,121.49619,Hua Jiang Senior High School,"No. 14, Ln 35, Dongyuan St. (Opposite)",2024-06-23 08:49:20,50,13,37
25.03267,121.49757,"Sec. 2, Xiyuan Rd & Bangka Blvd Intersection","Sec. 2, Xiyuan Rd & Bangka Blvd Intersection. (Southwest)",2024-06-23 08:39:19,50,21,29
25.02673,121.49176,Shuang Yuan Junior High School,"Sec. 2, Xiyuan Rd & Xingyi St Intersection",2024-06-23 08:28:19,24,19,5
25.03284,121.48908,Changshun Community Center,"No. 127, Changshun St.",2024-06-23 08:50:31,26,4,22
25.03397,121.49029,Hwa Chiang Elementary School,"No. 2, Aly. 25, Ln. 250, Sec. 2, Huanhe S. R. (Opposite)",2024-06-23 08:51:20,23,2,21
25.03388,121.49293,Huajiang No.8 Park,"No. 2, Aly. 25, Ln. 250, Sec. 2, Huanhe S. R",2024-06-23 08:45:22,20,6,14
25.03203,121.49127,"Sec. 2, Huanhe S. R & Shuangyuan St Intersection","No. 282, Sec. 2, Huanhe S. Rd.",2024-06-23 08:31:35,22,11,11
25.03124,121.49075,Dali Senior High School,"Sec. 2, Huanhe S. Rd & Xizang Rd (East)",2024-06-23 08:50:31,35,16,19
25.03383,121.49460,Tang bu Cultural Park,"No. 177, Dali St. (Opposite)",2024-06-23 08:50:31,16,8,8
25.03253,121.49549,Liangkeshu Park,"Bangka Blvd & Aly. 20, Ln. 160, Dali St Intersection. (East)",2024-06-23 08:43:20,19,8,8
25.02021,121.50376,Wanhua Qingnian Public Housing,"No. 188, Qingnian Rd.",2024-06-23 08:17:34,23,1,22
25.04662,121.50717,Kaifeng St. & Xining Rd. Intersection,"No. 12, Xining Rd. (Opposite)",2024-06-23 08:48:20,68,9,59
25.04441,121.50541,Emei Parking Lots,"No. 83, Emei St. (Side)",2024-06-23 08:49:20,47,17,28
25.04170,121.49992,Changsha Park,"No. 280-1, Sec. 1, Huanhe S Rd. (Opposite)",2024-06-23 08:47:20,30,14,16
25.04367,121.50218,Cat Park (Zhongxing Bridgehead),"No. 108, Chengdu Rd. (Opposite)",2024-06-23 08:36:19,15,12,3
25.04099,121.50769,Nishi Honganji Relics Plaza,"No. 164-1, Sec. 1, Zhonghua Rd.",2024-06-23 08:40:25,87,0,87
25.03771,121.50662,Zhonghua Rd. & Guilin Rd. Intersection,"Sec. 1, Zhonghua Rd. & Guilin Rd. (Northwest)",2024-06-23 08:50:31,34,7,27
25.03535,121.49938,MRT Longshan Temple Sta. (Exit 1),"Sec. 3, Heping W Rd. & Sec. 1, Xiyuan Rd. (Northeast)",2024-06-23 08:51:20,30,29,0
25.03550,121.49541,Longshan Elementary School,"No. 235, Sec. 3, Heping W Rd. (Side)",2024-06-23 08:36:20,30,11,19
25.03852,121.49881,Huaxi Park,"No. 134, Guilin Rd. (Opposite)",2024-06-23 08:49:20,51,34,17
25.03792,121.50177,laosong Elementary School,"No. 238, Kangding Rd. (Opposite)",2024-06-23 08:50:31,50,31,19
25.03364,121.50322,Wanhua Train Sta.,"No. 83, Bangka Blvd.",2024-06-23 08:36:20,53,38,14
25.03394,121.50117,Wanhua Train Sta. (D2 Plaza),"Kangding Rd. & Ln. 287, Kangding Rd. Intersection",2024-06-23 08:47:15,17,17,0
25.03509,121.50199,MRT Longshan Temple Sta. (Exit 3),"Sec. 3, Heping W Rd. & Ln. 88, Sec. 3, Heping W Rd. Intersection (Southwest)",2024-06-23 08:39:19,23,11,12
25.04445,121.50306,Taipei Cinema Park (Emei St.),"No. 100, Emei St. (Opposite)",2024-06-23 08:49:20,15,4,11
25.04551,121.50318,Taipei Cinema Park (Kangding Rd.),"No. 18-2, Kangding Rd.",2024-06-23 08:47:19,15,7,8
25.04345,121.50841,Zhonghua Rd. & Emei St. Intersection,"No. 130, Sec. 1, Zhonghua Rd.",2024-06-23 08:49:20,24,5,19
25.04030,121.50197,wanhua greehs NO.266,"No. 81, Kangding Rd. (Opposite)",2024-06-23 08:50:31,15,0,15
25.02376,121.49986,"Wanda Elementary School (Ln. 344, Wanda Rd.)","No. 346, Wanda Rd.",2024-06-23 08:51:20,18,4,14
25.02533,121.49960,"Ln. 10, Dechang St.","No. 15, Dechang St. (Opposite)",2024-06-23 08:47:20,17,7,10
25.03517,121.49048,Huanhe S. Rd. & Heping W. Rd. Intersection,"Sec. 1, Huanhe S. Rd. & Sec. 3, Heping W. Rd. Intersection (Southwest)",2024-06-23 08:49:20,20,7,13
25.03119,121.48858,"Ln. 60, Changshun St.","No. 38, Ln. 60, Changshun St. (Opposite)",2024-06-23 08:26:20,15,6,7
25.02710,121.49775,Xiyuan Park,"Ln. 35, Dongyuan St. & Ln. 67, Dongyuan St. Intersection",2024-06-23 08:24:20,14,7,6
25.03606,121.49163,Huajiang Sewage Treatment Plant,"No. 66, Ln. 246, Guilin Rd. (South)",2024-06-23 08:43:20,20,4,16
25.03731,121.49526,Liuxiang Park,"No. 102, Sec. 2, Huanhe S. Rd. (Northwest)",2024-06-23 08:50:31,15,7,8
25.03302,121.49310,Luti Community Park,"Ln. 170, Dali St. & Ln.159, Sec. 2, Huanhe S. Rd. Intersection",2024-06-23 08:40:30,28,20,8
25.03035,121.49228,Changshun St. & Bangka Blvd. Intersection,"Changshun St. & Ln. 106, Shuangyuan St. Intersection",2024-06-23 08:28:19,26,22,4
25.01796,121.49988,"Ln. 145, Fumin Rd.","No. 151, Fumin Rd. (Opposite)",2024-06-23 08:46:20,20,18,2
25.02860,121.48908,Huanhe Market,"No. 245, Sec. 2, Huanhe S. Rd.",2024-06-23 08:46:20,14,6,8
25.03646,121.50492,LongShan Junior High School,Nanning Rd. & Guangzhou St. Intersection (South),2024-06-23 08:40:25,15,0,15
25.04776,121.50612,Luoyang Parking,Kunming St. & Luoyang St. Intersection (West),2024-06-23 08:49:20,22,21,1
25.03811,121.50362,Guilin Rd. & Kunming St. Intersection,Guilin Rd. & Kunming St. Intersection (Northwest),2024-06-23 08:49:20,29,10,19
25.02926,121.49936,Wanhuaguomin Junior High School,"Xizang Rd. & Ln. 299, Juguang Rd. Intersection (Southeast)",2024-06-23 08:45:22,36,14,21
25.02273,121.50271,Youth Park (Exit 3),"Qingnian Rd. & Ln. 106, Qingnian Rd. Intersection (East)",2024-06-23 08:51:20,46,21,25
25.03548,121.50026,MRT Longshan Temple Sta. (Exit 1)_1,"Sec. 3, Heping W. Rd. & Ln. 109, Sec. 3, Heping W. Rd. Intersection (Northwest)",2024-06-23 08:48:15,49,49,0
25.03170,121.50033,Juguang Social Housing,"Wanda Rd. & Aly. 22, Ln. 66, Xingning St. Intersection (Northwest)",2024-06-23 08:29:19,30,11,19
25.02870,121.49156,Bangka Blvd. & Xizang Rd. Intersection,Bangka Blvd. & Xizang Rd. Intersection (Southwest) (Under Huacui Bridge),2024-06-23 07:38:19,20,15,5
25.01975,121.49920,"Ln. 493, Wanda Rd.","No. 44, Ln. 493, Wanda Rd.",2024-06-23 08:45:22,10,4,6
25.02768,121.49134,Shuangyuan Car Park,"No. 10, Aly. 55, Ln. 320, Sec. 2, Xiyuan Rd.",2024-06-23 08:06:21,12,7,5
25.01979,121.50090,"Ln. 152, Qingnian Rd.","No. 59, Ln. 152, Qingnian Rd. (Opposite)",2024-06-23 08:51:20,23,15,8
25.03348,121.50445,"Ln. 190, Sec. 2, Heping W. Rd.","No. 11, Ln. 190, Sec. 2, Heping W. Rd.",2024-06-23 08:36:20,15,8,7
25.02039,121.49270,"Ln. 424, Wanda Rd.","Sec. 3, Huanhe S. Rd. & Ln. 424, Wanda Rd. Intersection",2024-06-23 08:51:20,15,10,5
25.02320,121.50028,"Ln. 52, ChangTai St.","No. 45, ChangTai St. (Opposite)",2024-06-23 08:44:20,15,2,10
25.02005,121.50429,ShuiYuan Rd. & QingNian Rd. Intersection,ShuiYuan Rd. & QingNian Rd. Intersection (North),2024-06-23 08:51:20,24,2,20
25.02114,121.50265,Youth Park (Exit 4),"No. 162, QingNian Rd.",2024-06-23 08:44:20,24,10,14
25.01907,121.50219,XiangAn Public Housing,"No. 207-7, Shuiyuan Rd.",2024-06-23 08:41:19,15,6,6
25.03062,121.49021,Dali High School (XiZang Rd.),"Sec. 2, HuanHe S. Rd. & XiZang Rd. Intersection",2024-06-23 08:43:20,19,12,7
25.03338,121.49267,LuTi Park (Northwest),"Ln. 159, Sec. 2, HuanHe S. Rd.",2024-06-23 08:44:20,14,4,10
25.03010,121.49324,BangKa Blvd. & ShuangYuan St. Intersection,"No. 404, BangKa Blvd.",2024-06-23 08:21:20,14,10,4
25.02406,121.49639,"Ln. 125, DeChang St.","No. 142, DeChang St.",2024-06-23 08:36:20,15,5,9
25.02263,121.50154,"No. 186, WanQing St.","No. 186, WanQing St.",2024-06-23 08:34:19,21,9,12
25.01493,121.53044,NTU ShuiYuan Dorms(A),"Aly. 2, Ln. 60, Sec. 3, Tingzhou Rd. Dorms A(North)",2024-06-23 08:50:31,37,23,14
25.01466,121.52917,NTU Complex for Research Excellence,NTU Prince House Chang Hsing Dorms C(South),2024-06-23 08:18:19,32,27,5
25.01411,121.52997,NTU ShuiYuan HsiuChi House,"No.16-1, Siyuan St.",2024-06-23 08:41:20,18,10,8
25.01391,121.52895,NTU Archives,NTU Archives(Northeast),2024-06-23 07:58:15,10,7,3
25.01525,121.53009,NTU ShuiYuan Dorms(B),"Aly. 2, Ln. 60, Sec. 3, Tingzhou Rd. Dorms B(North)",2024-06-23 08:50:31,30,15,15
25.01729,121.54531,NTU 8th Men's Dorm(East),NTU 8th Men's Dorm(East),2024-06-23 08:48:20,42,27,15
25.01415,121.53767,NTU Courtesy House(Southeast),NTU The Apex Building(Southeast),2024-06-23 08:51:20,23,16,6
25.01839,121.53404,NTU Agricultural Exhibition Hall(North),NTU Agricultural Exhibition Hall(North),2024-06-23 08:51:20,45,23,22
25.01355,121.53673,"NTU Building 2, College of Management(North)","NTU Building 2, College of Management(North)",2024-06-23 08:01:19,40,28,12
25.01761,121.53844,NTU Dept. of Civil Engineering,NTU Dept. of Civil Engineering(South),2024-06-23 08:50:31,30,6,24
25.01547,121.53436,NTU Freshman Women's Dorm(North),NTU Freshman Women's Dorm(North),2024-06-23 08:44:19,53,3,50
25.01981,121.53903,NTU 9th Women's Dorm(Southwest),NTU 9th Women's Dorm(Southwest),2024-06-23 08:44:20,62,33,29
25.01846,121.53760,NTU Xiao Fu Commissary(East),NTU Xiao Fu Commissary(East),2024-06-23 08:50:31,31,13,18
25.01616,121.54251,NTU Parking lot(Motorcycle),"Ln. 156, Sec. 3, Keelung Rd. Intersection(North)",2024-06-23 08:49:20,27,3,24
25.01857,121.54059,NTU College of Engineering Building(South),NTU College of Engineering Building(Southeast),2024-06-23 08:51:20,26,15,11
25.02108,121.53783,NTU Astronomy - Mathematics Building(South),NTU Astronomy - Mathematics Building(Southwest),2024-06-23 08:35:21,19,9,10
25.01941,121.54040,NTU Dept. of Psychology (South Hall),NTU Dept. of Psychology (South Hall),2024-06-23 08:24:20,30,5,25
25.01793,121.53585,NTU Lesyue Building(East),Liberal Arts Research Building(West),2024-06-23 08:47:19,28,9,19
25.01627,121.53535,NTU New Agricultural Chemistry Building(West),NTU Department of Biochemical Science and Technology(West),2024-06-23 08:49:20,10,3,7
25.01666,121.53718,NTU Building No.5(West),NTU Department of Bioenvironmental Systems Engineering(West),2024-06-23 08:47:20,41,2,39
25.01980,121.53583,NTU Gymnasium(West),NTU Sports Field(East),2024-06-23 08:40:31,33,13,20
25.01595,121.53791,NTU Common Subjects Classroom Building(North),NTU Common Subjects Classroom Building(Northeast),2024-06-22 20:33:21,42,2,40
25.01566,121.53786,NTU Common Subjects Classroom Building(Southeast),NTU Common Subjects Classroom Building(Southeast),2024-06-23 08:37:20,12,1,11
25.01511,121.53786,NTU LuMing Hall(East),NTU Lu Ming Square(Sidewalk),2024-06-23 08:51:20,27,16,11
25.01345,121.53798,NTU Gongguan Car Park (Northwest),NTU Gongguan Car Park (Northwest),2024-06-23 08:34:19,12,6,5
25.01603,121.53635,NTU 2nd Administration Building(South),NTU Administration Building(West),2024-06-23 08:38:20,27,17,10
25.01754,121.54398,NTU Ming - Da Hall Parking,NTU Ming - Da Hall(West),2024-06-23 06:58:08,28,6,22
25.01699,121.53574,NTU Building No.2,NTU Heritage Hall of Physics,2024-06-23 08:38:19,10,5,5
25.02157,121.53633,NTU Center for Condensed Matter Sciences(South),NTU Dept. of Physics Library,2024-06-23 08:38:19,20,1,18
25.02053,121.54145,NTU College of social Sciences Building(West),NTU College of social Sciences Building(West),2024-06-23 08:50:31,42,31,11
25.01987,121.54175,NTU Department of Sociology(South),NTU Dept. of Sociology / Dept. of Social Work(South),2024-06-23 08:50:30,39,18,21
25.02074,121.53906,NTU Shih - Liang Hall(Southeast),NTU Shih - Liang Hall(Southeast),2024-06-23 07:32:18,10,3,7
25.01561,121.53583,NTU Green Cabin,NTU Green Cabin,2024-06-23 08:48:20,48,35,13
25.02036,121.53992,NTU Computer and Information Networking Center(South),NTU Computer and Information Networking Center(South),2024-06-23 08:47:20,34,19,15
25.01881,121.53868,NTU Institute of Atomic and Molecular Sciences(North),NTU Institute of Atomic and Molecular Sciences(Northeast),2024-06-23 08:37:20,12,6,6
25.01548,121.53825,NTU Life Science Building(Northwest),Museum of Zoology(West),2024-06-23 08:44:19,30,8,22
25.01761,121.53995,NTU 1st Student Activity Center(Southwest),NTU 1st Student Activity Center(Southeast),2024-06-23 08:46:20,40,22,17
25.01922,121.54195,NTU Barry Lam Hall(West),NTU Barry Lam Hall(West),2024-06-23 08:50:30,22,10,12
25.01890,121.53600,NTU Liberal Education Classroom Building(West),NTU Liberal Education Classroom Building(West),2024-06-23 08:50:30,56,41,15
25.01704,121.53888,NTU Forestry Building(North),NTU Forestry Building(North),2024-06-23 08:01:20,10,4,6
25.01698,121.53455,NTU Building No.1,NTU Building No.1(North),2024-06-23 08:46:20,19,5,14
25.01539,121.53686,NTU Xiao Xiao Fu Commissary(Southwest),NTU Omnium Gatherum Building,2024-06-23 05:01:15,10,3,7
25.01337,121.53909,NTU Teaching and Research Building(North),NTU The Odeum Square(Southeast),2024-06-23 08:11:14,11,11,0
25.01703,121.53781,NTU Building No.4(Northeast),NTU Department of Horticulture(North),2024-06-23 07:48:19,10,3,7
25.01960,121.53846,NTU Freshman Classroom Building(South),NTU Freshman Classroom Building(South),2024-06-23 07:46:20,18,9,9
25.01900,121.54305,NTU Tseng Jiang Hall(North),NTU Graduate Institute of Journalism(South),2024-06-23 08:28:14,10,10,0
25.01857,121.54247,NTU E. E. Building No. 2(Southeast),NTU E. E. Building No. 2(Southeast),2024-06-23 08:51:20,14,10,4
25.01804,121.53928,NTU Dept. of Library and Information Sciences(North),NTU Dept. of Library and Information Sciences(North),2024-06-23 08:34:19,25,2,23
25.01690,121.54031,NTU Main Library(Southwest),NTU Main Library(Southwest),2024-06-23 08:49:20,30,4,21
25.01995,121.54347,NTU Black Forest(West),NTU Tsai Lecture Hall(South),2024-06-23 08:51:20,20,20,0
25.01791,121.54242,NTU Dept. of Veterinary Medicine(South),NTU Dept. of Veterinary Medicine(South),2024-06-23 08:27:21,24,5,19
25.02112,121.53591,NTU Sports Center(Southeast),NTU Sports Center(East),2024-06-23 08:47:20,40,24,16
25.01816,121.54469,NTU Ming - Da Hall (Staff Dormitory),NTU Ming - Da Hall (North),2024-06-23 08:10:30,18,6,12
