lat,lng,name,location,mday,total,bikes,parks
25.09601,121.53262,"Aly. 11, Ln. 100, FuLin Rd.","Aly. 11, Ln. 100, FuLin Rd. & Aly. 77, Ln. 100, FuLin Rd. Intersection",2024-06-23 07:54:19,15,12,3
25.08480,121.51253,"Ln. 190, Sec. 4, ChongQing N. Rd. (TongHe W. St.)","No. 92, Sec. 1, TongHe W. St.",2024-06-23 07:47:19,15,4,11
25.00402,121.54074,Taipei Pot Plant Market,"Wancheng St. & Sec. 1, Xinrong Rd. (Northwest)",2024-06-23 08:50:31,40,11,29
25.00270,121.53861,MRT Wanlong Sta. (Exit 4),"No. 210, Sec. 5, Roosevelt Rd.",2024-06-23 08:50:31,22,9,13
25.00115,121.53916,MRT Wanlong Sta. (Exit 1),"No. 250, Sec. 5, Roosevelt Rd.",2024-06-23 08:50:31,34,20,14
25.00154,121.53640,Wanhe 2nd Park,"No. 255, Wanlong St.",2024-06-23 08:38:20,35,20,15
25.00144,121.53983,MRT Wanlong Sta. (Exit 2),"Ln. 70, Sec. 1, Xinrong Rd. & Aly. 26, Ln. 211, Sec. 5, Roosevelt Rd.",2024-06-23 08:44:15,12,2,10
24.99621,121.54043,Jingren Park,"No. 1, Ln. 142, Sec. 6, Roosevelt Rd.",2024-06-23 08:45:22,16,6,10
24.99366,121.54124,MRT Jingmei Sta. (Exit 2),"No. 1, Jingwen St. (Opposite)",2024-06-23 08:46:19,63,55,8
24.99898,121.54030,Roosevelt Jinglong St. Intersection,"Sec. 6, Roosevelt Rd. & Jinglong St. Intersection (Southeast)",2024-06-23 08:49:20,25,12,13
24.99812,121.53663,"Jingfu St & Ln. 142, Sec. 6, Roosevelt Rd Intersection","Jingfu St & Ln. 142, Sec. 6, Roosevelt Rd Intersection.",2024-06-23 08:49:20,28,11,16
25.00587,121.55012,Xingwang Park,"No. 96, Aly. 28, Ln. 106, Fuxing Rd. (Opposite)",2024-06-23 08:39:19,30,14,16
25.00465,121.54916,Xing Fu Junior High School,"Ln. 95, Fuxing Rd & Aly. 28, Ln. 63, Fuxing Rd. (Opposite)",2024-06-23 08:51:20,25,8,17
25.00346,121.54709,"Ln. 203, Sec. 2, Xinglong Rd","No. 108, Ln. 203, Sec. 2, Xinglong Rd (Opposite)",2024-06-23 08:38:20,32,14,17
25.00219,121.54454,Jingmei Sports Park,"No. 79, Jingfeng St. (Side)",2024-06-23 08:28:19,11,1,10
24.99136,121.54008,Jing Mei Hospital,"No. 280, Sec. 6, Roosevelt Rd.",2024-06-23 08:47:19,18,9,9
25.00792,121.53731,National Taiwan Normal University Gongguan Campus,"No. 77, Sec. 4, Tingzhou Rd.",2024-06-23 08:51:20,14,14,0
24.99543,121.54725,"Ln 128, Jinghua St.","No. 124, Jinghua St.",2024-06-23 08:44:20,29,15,14
24.99118,121.54360,Xianjiyan Trailhead (Jingxing Rd.),"No. 239, Jingxing Rd.",2024-06-23 08:44:19,22,14,8
24.98737,121.57726,National Chengchi University,"No. 153, Sec. 2, Zhinan Rd. (Opposite)",2024-06-23 08:48:15,62,62,0
24.99873,121.57985,MRT Taipei Zoo Sta.,"No. 30, Sec. 2, Xinguang Rd. (Opposite)",2024-06-23 08:48:20,57,3,54
24.99798,121.57455,MRT Muzha Sta.,"No. 18, Ln. 82, Sec. 4, Muzha Rd. (Under The MRT Bridge)",2024-06-23 08:37:14,31,0,31
24.99886,121.56769,MRT Wanfang Community Sta.,"No. 60, Wanfang Rd. (West)",2024-06-23 08:12:14,49,0,49
24.99676,121.55960,Wen Shan Sports Center,"Sec. 3, Xinglong Rd./Aly. 8, Ln. 192, Sec. 3, Xinglong Rd.",2024-06-23 08:49:20,36,7,29
25.00467,121.55684,MRT Xinhai Sta.,"No. 114, Sec. 4, Xinhai Rd.",2024-06-23 08:51:20,42,11,31
24.99982,121.54761,Xingfeng Park,"Ln. 123, Sec. 2, Xinglong Rd./Sec. 2, Xinglong Rd. (Northwest)",2024-06-23 08:50:31,25,16,9
24.98816,121.55528,Muzha Rd. & Guanghui Rd. Intersection,"No. 290, Sec. 1, Muzha Rd.",2024-06-23 08:51:20,33,17,16
24.98747,121.54984,Examination Yuan,"Shiyuan Rd.(Double number)/ Sec. 1, Muzha Rd. (Northeast)",2024-06-23 08:44:20,26,25,1
24.98573,121.54532,"No. 26, Hexing St. Intersection","No. 44, Hexing St./No. 26, Hexing St. Intersection",2024-06-23 08:47:20,22,8,14
24.98859,121.54336,Shih Hsin University,"No. 1, Ln. 17, Sec. 1, Muzha Rd. (West)",2024-06-23 08:50:31,30,9,21
24.97837,121.55548,Yishou Bridge,"No. 64, Zhangxin St.",2024-06-23 08:50:30,28,7,21
24.98058,121.55624,Jingmei Girls High School,"Sec. 3, Muxin Rd./Yishou St. (Northwest)",2024-06-23 08:48:20,25,7,18
24.98414,121.56907,Performing Arts School 36,"No. 156, Sec. 2, Muxin Rd. (Yongan Market)",2024-06-23 08:29:19,29,19,10
24.98471,121.56332,Zhongshun Community Center,"No. 22, Sec. 2, Zhongshun St.",2024-06-23 08:45:22,31,24,7
24.98574,121.56745,Jingwen Bilingual High School,"Baoyi Rd./Ln. 102, Sec. 3, Muxin Rd. Intersection (Southwest)",2024-06-23 08:28:19,36,32,4
24.97619,121.55830,Laoquan St. Basketball Court,"Ln. 26, Laoquan St. Intersection",2024-06-22 21:28:19,14,5,9
24.98959,121.56959,Wenshan District Admin. Center,"No. 220, Sec. 3, Muzha Rd.",2024-06-23 08:31:35,27,13,14
24.98718,121.56059,Muzha Park,"No. 50, Sec. 4, Xinglong Rd.",2024-06-23 08:44:20,38,4,34
24.98814,121.56356,Xinglong Public Housing (D2),"No. 49, Ln. 105, Sec. 4, Xinglong Rd.",2024-06-23 08:41:20,19,12,7
24.98088,121.56313,"Ln. 95, Sec. 3, Muxin Rd. Intersection","No. 30, Ln. 95, Sec. 3, Muxin Rd. (Opposite)",2024-06-23 08:38:20,16,6,10
24.98181,121.56567,Zhangjiaoli Park,"No. 15, Ln. 299, Sec. 2, Muxin Rd. (Opposite)",2024-06-23 08:51:20,15,12,3
24.98301,121.55404,Shijian Junior High School,"No. 2, Sec. 1, Zhongshun St.",2024-06-23 08:27:21,13,12,1
24.98537,121.57959,"Ln. 2, Sec. 3, Zhinan Rd.","No. 4, Sec. 3, Zhinan Rd.",2024-06-23 08:47:20,13,9,4
24.98642,121.56514,Laiyin Park,"No. 29, Aly. 25, Ln. 87, Sec. 2, Zhongshun St.",2024-06-23 08:41:20,14,8,6
24.98935,121.56651,Muzha Social Housing,"No. 46, Ln. 24, Jiukang St. (Opposite)",2024-06-23 08:22:20,12,5,7
24.99151,121.56836,"Ln. 185, Sec. 1, Xiuming Rd. Intersection","Sec. 1, Xiuming Rd. & Ln. 185, Sec. 1, Xiuming Rd. Intersection",2024-06-23 06:17:31,20,1,19
24.99111,121.56703,"Ln. 129, Sec. 1, Xiuming Rd. Intersection","Ln. 129, Sec. 1, Xiuming Rd. & Sec. 1, Xiuming Rd. Intersection",2024-06-23 07:10:28,22,21,1
24.97989,121.56753,Hengguang Bridge (Laoquan St.),Laoquan St. & Hengguang St. Intersection,2024-06-23 08:48:15,13,13,0
24.99889,121.54330,Wan You NO.3 Park,"No. 105, Jinglong St. (Opposite)",2024-06-23 08:50:31,14,11,3
24.99939,121.55848,"MRT Wanfang Hospital Sta. (Ln. 115, Sec. 3, Xinglong Rd.)","No. 2, Ln. 115, Sec. 3, Xinglong Rd.",2024-06-23 08:41:20,20,3,17
24.99579,121.55498,Xingde Reading Room,"No. 145, Ln. 304, Sec. 3, Xinglong Rd.",2024-06-23 08:51:20,24,8,16
25.00348,121.55642,Xinhai Ecological Park,"No. 199, Sec. 4, Xinhai Rd.",2024-06-23 08:35:21,18,3,15
25.00079,121.57534,Bo Jia Sports Park,"No. 16, Ln. 159, Sec. 4, Muzha Rd.",2024-06-23 07:44:19,12,2,10
24.99797,121.54982,Sian Yan Park,"No. 37, Ln. 16, Xianyan Rd.",2024-06-23 08:41:19,11,5,6
24.98543,121.58006,Zhengda 1st St.,"No. 19, Zhengda 1st St. (Opposite)",2024-06-23 08:37:20,14,9,5
25.00115,121.55142,Wenshan 2nd District Office,"No. 160-1, Sec. 2, Xinglong Rd.",2024-06-23 08:49:20,38,12,25
24.99271,121.55865,National Immigration Agency Training Center,"No. 306, Sec. 3, Xinglong Rd.",2024-06-23 08:21:20,13,10,3
24.99472,121.55949,Coast Guard Administration (South),"No. 211, Sec. 3, Xinglong Rd. (Opposite)",2024-06-23 08:46:20,10,6,4
24.98695,121.56456,Ming Dao Elementary School (Southeast),"No. 116, Ln. 109, Sec. 4, Muzha Rd.",2024-06-23 08:01:20,18,1,17
24.98662,121.57071,Mu Nan Park,"Sec. 2, Muxin Rd. & Ln. 22, Yong'an St. Intersection",2024-06-23 08:38:20,17,8,9
24.98339,121.55645,"Shijian Junior High School (Ln. 310, Sec. 3, Muxin Rd.)","Sec. 1, Zhongshun St. & Ln. 310, Sec. 3, Muxin Rd. Intersection",2024-06-23 08:49:20,17,1,16
25.00753,121.53719,National Taiwan Normal University Gongguan Campus_1,National Taiwan Normal University Gongguan Campus (Tingzhou Rd.),2024-06-23 08:50:31,34,26,8
24.99766,121.57875,MRT Taipei Zoo Sta. (Exit 2),"No. 28, Sec. 2, Xinguang Rd.",2024-01-14 04:19:10,39,0,39
24.98200,121.57170,Waterfront Elevator,NCCU College of Waterfront Elevator,2024-06-23 08:45:22,10,7,3
25.00264,121.57680,Dunnan Forest,"Aly. 16, Ln. 159, Sec. 4, Muzha Rd.",2024-06-23 07:44:18,14,11,3
25.01076,121.53637,Jingmei Pumping Station,"No. 10, Sec. 4, Tingzhou Rd. (North)",2024-06-23 08:50:25,15,14,1
25.00345,121.53636,Wan He NO.3 Park,"Ln. 107, Xizhou St.",2024-06-23 08:50:31,13,9,4
24.99609,121.54284,Jing Xing Junior High School,"Ln. 4, Sanfu St. & Ln. 46, Jingxing Rd. Intersection",2024-06-23 08:47:20,10,6,4
24.99660,121.54030,Jingren Park_1,"Jingren St. & Ln. 142, Sec. 6, Roosevelt Rd. Intersection (North)",2024-06-23 08:49:20,30,11,19
25.00825,121.53419,NTNU Gongguan Campus (Student Dorm 2),NTNU Gongguan Campus (Student Dorm 2),2024-06-23 08:50:31,40,4,36
24.99279,121.54255,Jing Sing Park,"Jingzhong St. & Ln. 30, Jingzhong St. Intersection",2024-06-23 08:48:20,15,12,3
24.98939,121.57682,WangXin Elementary School,"No. 114, Sec. 2, Xiuming Rd.",2024-06-23 08:50:31,16,15,1
25.00743,121.55877,"Ln. 77, Sec. 4, Xinhai Rd.","Ln. 77, Sec. 4, Xinhai Rd.",2024-06-23 08:49:20,14,11,3
24.99696,121.54454,"Ln. 42, Jingxing Rd.","Ln. 42, Jingxing Rd. & Jingxing Rd. Intersection (Southwest)",2024-06-23 08:49:20,12,8,4
24.98768,121.56565,"Ln. 48, Sec. 3, Muzha Rd.","Aly. 1, Ln. 48, Sec. 3, Muzha Rd.",2024-06-23 08:43:20,15,14,1
24.98944,121.56195,"Ln. 109, Sec. 2, Muzha Rd.","No. 14, Ln. 109, Sec. 2, Muzha Rd.",2024-06-23 07:49:20,15,3,12
24.98808,121.54723,Shih Yuan Park,"No. 29, Ln. 59, Sec. 1, Muzha Rd. (Opposite)",2024-06-23 08:50:31,15,9,6
24.98250,121.55949,Jhang Shu Park,"No. 1, Aly. 30, Ln. 26, Sec. 1, Zhongshun St. (Opposite)",2024-06-23 08:40:31,15,9,6
25.00223,121.57039,Wanmei St. & Wan'an St. Intersection,"Sec. 1, Wanmei St. & Wan'an St. Intersection",2024-06-23 01:50:21,25,0,25
25.00198,121.54856,"Ln. 203, Sec. 2, Xinglong Rd. (Dunnan)","No. 16, Ln. 203, Sec. 2, Xinglong Rd.",2024-06-23 08:26:20,27,19,8
24.99197,121.57371,Xinguang Rd. & Xiuming Rd. Intersection,"No. 145, Sec. 1, Xinguang Rd.",2024-06-23 08:39:18,15,9,6
24.98532,121.55831,"Ln. 134, Guanghui Rd.","No. 140, Guanghui Rd. (Opposite)",2024-06-23 08:44:20,15,12,3
24.98655,121.55520,Guang Huei Park,"No. 7, Guanghui Rd. (Opposite)",2024-06-23 08:17:34,27,3,24
24.98217,121.55782,Mu Sin Park,"No. 11, Ln. 278, Sec. 3, Muxin Rd. (Opposite)",2024-06-23 08:49:20,12,2,10
25.00268,121.55277,"Aly. 1, Ln. 275, Sec. 2, Xinglong Rd.","No. 2, Aly. 1, Ln. 275, Sec. 2, Xinglong Rd.",2024-06-23 08:47:20,16,2,10
24.99925,121.55553,China University of Technology,"No. 56, Sec. 3, Xinglong Rd.",2024-06-23 08:39:18,21,7,14
24.97932,121.55406,"Ln. 8, Zhangxin St.","No. 9, Ln. 8, Zhangxin St. (Opposite)",2024-06-23 08:35:21,17,6,11
24.99892,121.54887,"Ln. 22, Xianyan Rd.","No. 26, Xianyan Rd.",2024-06-23 08:07:20,28,17,11
24.99509,121.57199,Muzha &Wanfang Rd. Intersection,"No.75,Sec.4,Muzha Rd.",2024-06-23 07:01:14,21,0,21
25.00437,121.55048,"Ln. 78, Fuxing Rd.","Ln. 78, Fuxing Rd. & Aly. 10, Ln. 78, Fuxing Rd.Intersection",2024-06-23 08:09:21,14,9,4
24.98839,121.55238,XinHai Rd. & MuZha Rd.  Intersection,"Ln. 100, Sec. 6, Xinhai Rd.",2024-06-23 08:13:19,20,1,19
25.00492,121.55582,Sing Tai Park,"No. 24, Ln. 166, Sec. 4, XinHai Rd. (Opposite)",2024-06-22 22:47:19,12,3,9
25.00061,121.54941,Taipei City Xing Yan Social Welfare Services Building,"No. 88, Sec. 2, XingLong Rd.",2024-06-23 08:47:20,18,7,10
24.99746,121.54543,"Aly. 9, Ln. 22, Sec. 2, XingLong Rd.","Aly. 9, Ln. 22, Sec. 2, XingLong Rd. & Aly. 6, Ln. 23, JingXing Rd. Intersection",2024-06-23 08:42:20,13,9,4
24.98184,121.56125,"Ln. 155, Sec. 3, MuXin Rd.","No. 156, Sec. 3, MuXin Rd.",2024-06-23 08:39:18,15,6,9
24.99438,121.54376,"Ln. 102, JingXing Rd.","Ln. 52, JingHua St. & Ln. 102, JingXing Rd. Intersection",2024-06-23 08:18:19,14,2,12
24.99442,121.53844,"Ln. 223, JingFu St.","No. 14, Aly. 19, Ln. 85, XiKou St.",2024-06-23 08:51:20,18,16,2
24.98840,121.57786,Dah Hsian Seetoo Library,Dah Hsian Seetoo Library (West),2024-06-23 08:48:20,27,25,2
24.99830,121.57279,MRT Muzha Sta. (West),MRT Muzha Sta. (West),2024-06-23 07:40:32,26,1,25
25.01374,121.53068,Taipei Water Department,"No.1, Siyuan St. (East)",2024-06-23 08:50:31,20,9,11
25.01470,121.53191,Tingzhou Rd. / Siyuan St. intersection (Southeast),"Sec. 3, Tingzhou Rd./ Siyuan St. intersection (Southeast)",2024-06-23 08:43:19,20,11,9
25.01453,121.53437,MRT Gongguan Sta. (Exit 1),"No.68, Sec. 4, Roosevelt Rd.",2024-06-23 08:51:20,12,3,9
25.01507,121.53383,MRT Gongguan Sta. (Exit 4),"No.48, Sec. 4, Roosevelt Rd.",2024-06-23 08:50:25,12,12,0
25.02694,121.52224,MRT Guting Sta. (Exit 9),"No. 100, Sec. 2, Roosevelt Rd",2024-06-23 08:47:20,20,16,4
25.02550,121.52346,MRT Guting Sta. (Exit 2),"No. 168, Sec. 2, Roosevelt Rd",2024-06-23 08:51:20,55,25,30
25.01970,121.52900,MRT Taipower Building Sta. (Exit 1),"Sec. 1, Xinhai Rd & Sec. 3, Roosevelt Rd (South)",2024-06-23 08:34:19,34,26,8
25.02069,121.52456,Hakka Cultural Park,"Shida Rd & Ln. 11, Jinmen St (Opposite)",2024-06-23 08:51:20,15,5,10
25.02277,121.52289,Taipei Municipal Heti Elementary School,"No. 186, Ln. 182, Sec. 2, Tingzhou Rd",2024-06-23 08:49:20,39,29,10
25.02092,121.52049,Jizhouan Heritage Building,Shuiyuan Rd & Tong'an St Intersection (East),2024-06-23 08:51:20,25,5,20
25.02075,121.52771,MRT Taipower Building Sta. (Exit 5),"No. 126, Sec. 3, Roosevelt Rd",2024-06-23 08:36:20,14,6,8
25.02102,121.52751,MRT Taipower Building Sta. (Exit 4),"Shida Rd & Sec. 3, Roosevelt Rd (West)",2024-06-23 08:49:15,13,0,13
25.02345,121.52498,"Sec. 3, Roosevelt Rd & Jinmen St Intersection","No. 2, Sec. 3, Roosevelt Rd Intersection",2024-06-23 08:50:31,15,9,6
25.02338,121.51889,Guling Park,"Ln. 113, Xiamen St & Guling St. Intersection (West)",2024-06-23 08:51:20,58,18,37
25.02701,121.52164,MRT Guting Sta. (Exit 8),"No. 13-1, Sec. 1, Heping W. Rd.",2024-06-23 08:50:31,15,10,5
25.02805,121.52155,MRT Guting Sta. (Exit 7),"No. 44, Sec. 2, Roosevelt Rd.",2024-06-23 08:40:25,12,12,0
25.02698,121.52081,Nanchang Park,"Sec. 1, Heping W. Rd. & Sec. 2, Nanchang Rd. Intersection (Northwest)",2024-06-23 08:47:20,55,25,30
25.02723,121.51659,Heping & Chongqing Rd. Intersection,"Sec. 1, Heping W. Rd. & Fuzhou St. Intersection (East)",2024-06-23 08:45:22,46,32,14
25.02933,121.51854,Gen.Sun Li-Jen Residence,"No. 136, Nanchang Rd.",2024-06-23 08:46:19,23,14,9
25.02923,121.52058,"Ln.6, Sec.2, Roosevelt Rd.","Ln. 6, Sec. 2, Roosevelt Rd. Intersection",2024-06-23 08:40:25,14,14,0
25.03100,121.52211,Jinhua & Hangzhou S. Rd. Intersection,"Jinhua St. & Sec. 2, Hangzhou S. Rd. Intersection (Northwest))",2024-06-23 08:51:20,21,12,9
25.03239,121.51866,MRT C.K.S. Memorial Hall Sta. (Exit 3),"No. 17, Jinhua St.",2024-06-23 08:49:20,36,2,34
25.03376,121.51772,MRT C.K.S. Memorial Hall Sta. (Exit 4),"No. 5, Sec. 1, Roosevelt Rd.",2024-06-23 08:47:20,21,2,19
25.02609,121.51389,Ying-Qiao Elementary School,"No. 32, Quanzhou St. (Opposite)",2024-06-23 08:51:20,41,20,21
25.02543,121.51052,Guting Intelligent Library,"No. 45, Ln. 443, Sec. 2, Zhonghua Rd",2024-06-23 08:34:19,21,12,7
25.02643,121.50936,Yongchang Park,"No. 224, Zhao'an St.",2024-06-23 08:29:19,15,3,12
25.02598,121.50806,"Ln. 409, Sec. 2, Zhonghua Rd","No. 403, Sec. 2, Zhonghua Rd.",2024-06-23 08:49:20,15,7,7
25.02886,121.50518,"Nanjichang Night Market (Sec. 2, Zhonghua Rd)","Ln. 305-307, Sec. 2, Zhonghua Rd",2024-06-23 08:50:31,41,19,22
25.03024,121.50904,"Nanhai Rd & Sec. 2, Heping W. Rd (Southwest)","Nanhai Rd & Sec. 2, Heping W. Rd (Southwest)",2024-06-23 08:44:19,19,17,2
25.03132,121.50745,"Juguang Rd & Sec. 2, Heping W. Rd Intersection","No. 2, Juguang Rd.",2024-06-23 08:48:20,20,8,10
25.01602,121.52565,"No. 11-1, Shuiyuan Rd","No. 11-1, Shuiyuan Rd.",2024-06-23 08:24:20,31,26,5
25.03543,121.50834,Nan Men Junior High School,"Ln. 8, Guangzhou St/Guangzhou St Intersection. (Southeast)",2024-06-23 08:48:20,29,19,10
25.03567,121.51006,MRT Xiaonanmen Sta. (Exit 2),"No. 30-2, Aiguo West Rd.",2024-06-23 08:34:19,18,8,10
25.03907,121.51380,Jieshou Park,Guiyang St & Huaining St Intersection (Northeast),2024-06-23 08:51:20,23,7,16
25.03938,121.50772,Zhonghua Rd & Guiyang St Intersection,"No. 234-1, Sec. 1, Guiyang St.",2024-06-23 06:50:26,20,0,20
25.04367,121.52849,Huashan 1914 Creative Park,"No. 41, Sec. 2, Zhongxiao E. Rd.",2024-06-23 08:43:20,39,18,21
25.04527,121.52220,MRT Shandao Temple Sta (Exit 1),"No. 7, Sec. 1, Zhongxiao E. Rd.",2024-06-23 08:50:30,46,20,25
25.04193,121.52459,Jinan Rd & Shaoxing S. St Intersection,Jinan Rd & Shaoxing S. St Intersection. (Southeast),2024-06-23 08:51:20,39,24,15
25.03915,121.52163,"Linsen S. Rd & Sec 1, Ren'ai Rd Intersection","Linsen S. Rd & Section 1, Ren'ai Rd Intersection. (Northwest)",2024-06-23 08:46:20,13,6,7
25.03786,121.51985,Zhongzheng Sports Center,"No. 1, Sec 1, Xinyi Rd.",2024-06-23 08:51:20,39,38,1
25.03570,121.52410,"Sec 1, Xinyi Rd & Hangzhou S. Rd Intersection","No. 21, Sec 1, Xinyi Rd.",2024-06-23 08:46:20,59,33,26
25.04428,121.52336,MRT Shandao Temple Sta (Exit 3),"No. 21, Linsen S. Rd. (South)",2024-06-23 08:48:20,20,5,15
25.03648,121.50951,MRT Xiaonanmen Sta. (Exit 1),Aiguo E. Rd. & Yanping S. Rd Intersection (Northwest),2024-06-23 08:50:31,46,30,16
25.03792,121.50846,"Ln. 133, Yanping S. Rd Intersection","No.162, Yanping S. Rd. (Opposite)",2024-06-23 08:50:25,17,1,16
25.04160,121.50842,MRT Ximen Sta (Exit 2),"No. 59, Sec. 1, Zhonghua Rd.",2024-06-23 08:51:20,36,2,33
25.04129,121.51120,Baoqing Rd & Bo'ai Rd Intersection,"No. 162, Bo'ai Rd.",2024-06-23 08:43:20,47,20,27
25.03705,121.51249,Agency Against Corruption,"No. 130, Sec. 1, Chongqing S. Rd.",2024-06-23 07:48:19,27,11,16
25.03545,121.51327,University of Taipei Boai Campus,"No. 1, Aiguo W. Rd.",2024-06-23 08:41:20,81,32,49
25.03763,121.51709,National Central Library,"No. 20, Zhongshan S. Rd.",2024-06-23 08:51:20,36,21,15
25.04590,121.53068,Civic Blvd & Jinshan N. Rd Intersection,Jinshan N. Rd & Civic Blvd Intersection. (South),2024-06-23 08:28:19,50,17,33
25.03516,121.50641,Taipei City Hospital Heping Branch,"No. 33, Sec. 2, Zhonghua Rd.",2024-06-23 08:49:20,32,12,20
25.04412,121.51025,Zhongshan Hall,"Sec. 1, Wuchang St & Yanping South Rd Intersection.",2024-06-23 08:43:20,43,6,37
25.04533,121.50944,"Sec. 1, Zhonghua Rd & Hankou St Intersection","Sec. 1, Zhonghua Rd & Sec. 1, Hankou St Intersection",2024-06-23 08:45:22,19,6,13
25.04677,121.50989,"Ln. 21, Sec. 1, Zhonghua Rd Intersection","No. 11, Sec. 1, Zhonghua Rd. (Front right)",2024-06-23 08:14:14,22,0,22
25.04297,121.51643,MRT NTU Hospital Sta. (Exit 4),"No. 1, Changde St. (Gongyuan Rd)",2024-06-23 08:49:20,60,30,30
25.01027,121.53310,Treasure Hill Guanyin Temple,"No. 23, Ln. 230, Sec. 3, Tingzhou Rd.",2024-06-23 08:51:20,23,16,7
25.02030,121.52302,Shida Rd. & Shuiyuan Rd. Intersection,Shida Rd. & Shuiyuan Rd. Intersection (Southeast),2024-06-23 08:48:20,21,15,6
25.04178,121.51907,Zhongshan Rd. & Xuzhou Rd. Intersection,Zhongshan S. Rd. & Xuzhou Rd. (Southeast),2024-06-23 08:49:20,26,18,8
25.03377,121.53041,Xinyi Rd. & Lianyun St. Intersection,"No. 213, Sec. 2, Sinyi Rd.",2024-06-23 08:48:20,39,23,16
25.04842,121.51994,Taipei Bus Station,"Sec. 1, Civic Blvd. & Sec. 1, Jhongshan N. Rd. Intersection (Northwest)",2024-06-23 08:31:20,68,25,35
25.03132,121.50519,Jyuguang Rd. & Dapu St. Intersection,Jyuguang Rd. & Dapu St. Intersection (Northeast),2024-06-23 08:25:22,32,16,16
25.04235,121.53222,MRT Zhongxiao Xinsheng Sta.(Exit.2),"No. 132, Sec. 2, Jhongsiao E. Rd. (East)",2024-06-23 08:51:20,32,9,23
25.04478,121.53274,Guang Hua Computer Market,"Sec. 1, Sinsheng N. Rd. & Sec. 3, Civic Blvd. Intersection (West)",2024-06-23 08:44:19,39,13,26
25.04503,121.51968,Zhongshan & Qingdao Intersection,Zhongshan S. Rd & Qingdao E. Rd. Intersection (Northeast),2024-06-23 08:48:20,40,23,17
25.03526,121.51680,MRT C.K.S Memorial Hall Sta.(Exit.5),MRT C.K.S Memorial Hall Sta. (Exit.5) (West),2024-06-23 08:44:20,29,6,23
25.04553,121.52736,Beiping E. Rd. & Hangzhou N. Rd. Intersection,Beiping E. Rd. & Hangzhou N. Rd. Intersection (Northeast),2024-06-23 08:50:31,20,19,1
25.02266,121.52362,Taipei Public Library Wang Guan-Ying Branch,"No. 265, Sec. 2, Tingzhou Rd.",2024-06-23 08:48:20,15,9,6
25.03443,121.52721,Jinshan Rd. & Xinyi Rd. Intersection,"No. 148, Sec. 1, Jinshan S. Rd.",2024-06-23 08:50:30,25,6,19
25.04094,121.52215,Linsen Rd. & Xuzhou Rd. Intersection,Linsen S. Rd. & Xuzhou Rd. Intersection (Northwest),2024-06-23 08:44:20,32,18,14
25.04023,121.52565,Xuzhou Rd. Hangzhou Rd. Intersection,"Xuzhou Rd. Sec. 1, Hangzhou S. Rd. Intersection (Northwest)",2024-06-23 08:41:19,30,12,18
25.03615,121.51660,MRT C.K.S Memorial Hall Sta.(Exit 6),MRT C.K.S Memorial Hall Sta.(Exit.6) (North),2024-06-23 08:17:34,17,9,8
25.04821,121.51903,MRT Taipei Main Sta.(Exit M2),"No. 168, Sec. 1, Civic Blvd.",2024-06-23 08:48:20,20,16,4
25.04779,121.52042,Dr. Sun Yat-Sen Memorial House (Sun Yat-sen Park),"No. 46, Sec. 1, Zhongshan N. Rd. (North)",2024-06-23 08:25:22,31,18,12
25.04244,121.50864,MRT Ximen Sta. (Exit 5),MRT Ximen Sta. (Exit 5) (South),2024-06-23 08:41:20,30,5,25
25.03828,121.51524,Hondao Junior High School,"No. 21, Gongyuan Rd. (Northwest)",2024-06-23 08:01:20,33,13,20
25.03850,121.51288,Taipei First Girls High School,"No. 165, Sec. 1, Chongqing S. Rd.",2024-06-23 08:44:19,17,10,7
25.01808,121.52750,Substitute Military Service Center,"No. 8, Sec. 3, Tingzhou Rd.",2024-06-23 08:32:20,15,5,10
25.04051,121.52401,Shaoxing St. & Xuzhou Rd. Intersection,Shaoxing S. St. & Xuzhou Rd. Intersection (Southeast),2024-06-23 08:36:20,18,5,13
25.03145,121.51941,Roosevelt Rd. & Ningbo E. St. Intersection,"Sec. 1, Roosevelt Rd. & Ningbo E. St. Intersection (Southeast)",2024-06-23 08:48:20,26,5,21
25.01328,121.53004,Taipei Water Park,"No. 16, Siyuan St. (Opposite)",2024-06-23 08:45:22,40,15,24
25.03895,121.52233,Ren'ai Rd. & Linsen Rd. Intersection,"Sec. 1, Ren'ai Rd. & Linsen S. Rd. Intersection (Northeast)",2024-06-23 08:38:19,31,17,14
25.04178,121.50869,MRT Ximen Sta. (Exit 3),"Sec. 1, Zhonghua Rd. & Baoqing Rd. Intersection (Southeast)",2024-06-23 08:24:20,36,1,35
25.03840,121.52801,Ren'ai Rd. & Jinshan Rd. Intersection,"No. 31, Sec. 2, Ren'ai Rd.",2024-06-23 08:39:18,9,5,4
25.03746,121.52799,"Ln. 101, Sec. 1, Hangzhou S. Rd.","No. 72, Sec. 1, Jinshan S. Rd.",2024-06-23 08:28:19,14,10,4
25.03846,121.52497,Ren'ai Rd. & Hangzhou Rd. Intersection,"No. 59, Sec. 1, Ren'ai Rd.",2024-06-23 08:50:31,16,5,11
25.02815,121.51108,Longxing Community Center,"No. 131, Sanyuan St.",2024-06-23 08:49:20,21,5,16
25.02990,121.51033,Taipei Botanical Garden,"No. 100, Sec. 2, Heping W. Rd.",2024-06-23 08:41:20,29,8,21
25.03158,121.51464,Postal Museum,"No. 45, Sec. 2, Chongqing S. Rd.",2024-06-23 08:49:20,24,5,19
